test_name, num_threads, time
lock, 7, 50871100
tournament, 8, 248552500
atomic, 8, 65825500
sync, 8, 52435200
lock, 8, 50860300
tournament, 1, 30180400
atomic, 1, 10651100
sync, 1, 29174900
lock, 1, 33213000
tournament, 2, 123024000
atomic, 2, 16197100
sync, 2, 40153800
lock, 2, 55485600
tournament, 3, 155449000
atomic, 3, 32244900
sync, 3, 54297600
lock, 3, 52554100
tournament, 4, 184856600
atomic, 4, 93511600
sync, 4, 62351500
lock, 4, 52522900
tournament, 5, 267890700
atomic, 5, 77006300
sync, 5, 52552900
lock, 5, 50393600
tournament, 6, 297500900
atomic, 6, 70273200
sync, 6, 52680100
lock, 6, 52683100
tournament, 7, 338629700
atomic, 7, 69208400
sync, 7, 52493900
lock, 7, 51191900
tournament, 8, 323939700
atomic, 8, 65886500
sync, 8, 59619300
lock, 8, 53943500
tournament, 1, 28514300
atomic, 1, 10782300
sync, 1, 22132800
lock, 1, 32919500
tournament, 2, 114907700
atomic, 2, 39367300
sync, 2, 41467000
lock, 2, 58630700
tournament, 3, 178739800
atomic, 3, 60580900
sync, 3, 49094700
lock, 3, 54238300
tournament, 4, 172496900
atomic, 4, 62097300
sync, 4, 50097500
lock, 4, 51646000
tournament, 5, 214597900
atomic, 5, 71263000
sync, 5, 51695800
lock, 5, 50737400
tournament, 6, 324946400
atomic, 6, 71007100
sync, 6, 50930600
lock, 6, 51234600
tournament, 7, 300375100
atomic, 7, 66022800
sync, 7, 51765800
lock, 7, 50030100
tournament, 8, 312778900
atomic, 8, 64887400
sync, 8, 51901100
lock, 8, 49865500
tournament, 1, 29010800
atomic, 1, 10707200
sync, 1, 29228900
lock, 1, 32643000
tournament, 2, 85146900
atomic, 2, 25070100
sync, 2, 42795500
lock, 2, 63650100
tournament, 3, 184608000
atomic, 3, 30552100
sync, 3, 44616500
lock, 3, 52046600
tournament, 4, 171797100
atomic, 4, 81450200
sync, 4, 55258800
lock, 4, 51018600
tournament, 5, 326378700
atomic, 5, 71272800
sync, 5, 51788000
lock, 5, 51340500
tournament, 6, 380761500
atomic, 6, 62145200
sync, 6, 54634200
lock, 6, 50951400
tournament, 7, 317584900
atomic, 7, 60234900
sync, 7, 52375500
lock, 7, 51292000
tournament, 8, 325149000
atomic, 8, 74981900
sync, 8, 53553600
lock, 8, 51230000
tournament, 1, 28859000
atomic, 1, 10842500
sync, 1, 17313000
lock, 1, 32473200
tournament, 2, 96070000
atomic, 2, 22570400
sync, 2, 38586400
lock, 2, 57443900
tournament, 3, 167067100
atomic, 3, 47239300
sync, 3, 55391700
lock, 3, 52987700
tournament, 4, 158838100
atomic, 4, 89792600
sync, 4, 62577000
lock, 4, 53092700
tournament, 5, 289163600
atomic, 5, 64177500
sync, 5, 52936300
lock, 5, 50946800
tournament, 6, 282085500
atomic, 6, 72374100
sync, 6, 57624400
lock, 6, 50558300
tournament, 7, 263804400
atomic, 7, 71494200
sync, 7, 59987100
lock, 7, 50228500
tournament, 8, 368865000
atomic, 8, 81300200
sync, 8, 53294900
lock, 8, 50147700
tournament, 1, 28919600
atomic, 1, 10890900
sync, 1, 29787400
lock, 1, 34452500
tournament, 2, 115278000
atomic, 2, 31771500
sync, 2, 40016800
lock, 2, 60964300
tournament, 3, 192120200
atomic, 3, 54177600
sync, 3, 50180800
lock, 3, 52254200
tournament, 4, 166640200
atomic, 4, 80988000
sync, 4, 51588700
lock, 4, 50482200
tournament, 5, 279524300
atomic, 5, 80100300
sync, 5, 53819300
lock, 5, 53261100
tournament, 6, 384595200
atomic, 6, 77183100
sync, 6, 52351100
lock, 6, 50370400
tournament, 7, 365946700
atomic, 7, 77087200
sync, 7, 52127600
lock, 7, 50867900
tournament, 8, 344294000
atomic, 8, 67594000
sync, 8, 52478500
lock, 8, 51589100
tournament, 1, 29008700
atomic, 1, 10652200
sync, 1, 34317100
lock, 1, 33062100
tournament, 2, 97995300
atomic, 2, 23375900
sync, 2, 40523100
lock, 2, 61065600
tournament, 3, 157058400
atomic, 3, 43637800
sync, 3, 47806500
lock, 3, 52453400
tournament, 4, 166722600
atomic, 4, 61051800
sync, 4, 50172500
lock, 4, 51277400
tournament, 5, 274530600
atomic, 5, 53124100
sync, 5, 54719800
lock, 5, 50275200
tournament, 6, 279477000
atomic, 6, 58234700
sync, 6, 53371200
lock, 6, 50390300
tournament, 7, 382023900
atomic, 7, 63097000
sync, 7, 52480100
lock, 7, 53452100
tournament, 8, 346027500
atomic, 8, 59543800
sync, 8, 55661000
lock, 8, 54170800
tournament, 1, 32709100
atomic, 1, 11545300
sync, 1, 30416700
lock, 1, 36956800
tournament, 2, 100402400
atomic, 2, 38154300
sync, 2, 48486700
lock, 2, 61982200
tournament, 3, 169838700
atomic, 3, 32375300
sync, 3, 54662500
lock, 3, 55946900
tournament, 4, 242753800
atomic, 4, 24933500
sync, 4, 35249100
lock, 4, 52199800
tournament, 5, 354706300
atomic, 5, 53172100
sync, 5, 53428800
lock, 5, 52576500
tournament, 6, 257587100
atomic, 6, 79182000
sync, 6, 52739600
lock, 6, 52547700
tournament, 7, 434924700
atomic, 7, 66755700
sync, 7, 54933200
lock, 7, 50850700
tournament, 8, 322315000
atomic, 8, 66194600
sync, 8, 51274200
lock, 8, 49948300
tournament, 1, 28875500
atomic, 1, 10743000
sync, 1, 17353600
lock, 1, 33597400
tournament, 2, 145606800
atomic, 2, 30027500
sync, 2, 37072300
lock, 2, 59740800
tournament, 3, 177197000
atomic, 3, 46938100
sync, 3, 49267500
lock, 3, 52364000
tournament, 4, 177720000
atomic, 4, 65622200
sync, 4, 51338500
lock, 4, 51698900
tournament, 5, 269730200
atomic, 5, 51998400
sync, 5, 53031300
lock, 5, 50538900
tournament, 6, 269762200
atomic, 6, 67934200
sync, 6, 53949100
lock, 6, 51500000
tournament, 7, 230440400
atomic, 7, 75401300
sync, 7, 53580500
lock, 7, 51253000
tournament, 8, 323948300
atomic, 8, 66292900
sync, 8, 53327700
lock, 8, 51295200
tournament, 1, 28205400
atomic, 1, 10679400
sync, 1, 17370600
lock, 1, 32718300
tournament, 2, 107470200
atomic, 2, 27262600
sync, 2, 44173400
lock, 2, 63742500
tournament, 3, 164283400
atomic, 3, 48228100
sync, 3, 46854200
lock, 3, 51246800
tournament, 4, 170225600
atomic, 4, 65669400
sync, 4, 52516700
lock, 4, 51782200
tournament, 5, 287177600
atomic, 5, 79487000
sync, 5, 53372600
lock, 5, 52643200
tournament, 6, 332238300
atomic, 6, 66779700
sync, 6, 52776600
lock, 6, 50904000
tournament, 7, 264549900
atomic, 7, 77520900
sync, 7, 52692400
lock, 7, 51797800
tournament, 8, 299315600
atomic, 8, 83115700
sync, 8, 51847200
lock, 8, 49747100
tournament, 1, 29254200
atomic, 1, 10859400
sync, 1, 29423700
lock, 1, 34381600
tournament, 2, 132719500
atomic, 2, 32617200
sync, 2, 39881800
lock, 2, 56510300
tournament, 3, 198533000
atomic, 3, 45401700
sync, 3, 49588500
lock, 3, 51239800
tournament, 4, 165137700
atomic, 4, 59670800
sync, 4, 50023500
lock, 4, 52167800
tournament, 5, 304807800
atomic, 5, 78649900
sync, 5, 51023800
lock, 5, 50767300
tournament, 6, 418848300
atomic, 6, 73016800
sync, 6, 58968100
lock, 6, 50441300
tournament, 7, 339985300
atomic, 7, 71721200
sync, 7, 51641400
lock, 7, 50430300
tournament, 8, 315342100
atomic, 8, 63041000
sync, 8, 54139800
lock, 8, 50684500
tournament, 1, 28810300
atomic, 1, 10703900
sync, 1, 29128000
lock, 1, 32661800
tournament, 2, 92951900
atomic, 2, 36844200
sync, 2, 39403300
lock, 2, 62530800
tournament, 3, 173678400
atomic, 3, 49259000
sync, 3, 50776100
lock, 3, 59535900
tournament, 4, 177496400
atomic, 4, 61084000
sync, 4, 54801800
lock, 4, 52696700
tournament, 5, 278160200
atomic, 5, 71434800
sync, 5, 51533500
lock, 5, 51257100
tournament, 6, 350898600
atomic, 6, 76019300
sync, 6, 51673300
lock, 6, 51973800
tournament, 7, 374559900
atomic, 7, 67642200
sync, 7, 55183300
lock, 7, 51284900
tournament, 8, 473872600
atomic, 8, 70548300
sync, 8, 51845400
lock, 8, 50634900
tournament, 1, 28525200
atomic, 1, 10902100
sync, 1, 29870300
lock, 1, 33309700
tournament, 2, 90458600
atomic, 2, 32439300
sync, 2, 41526200
lock, 2, 57864200
tournament, 3, 159052300
atomic, 3, 49183000
sync, 3, 48597200
lock, 3, 53159900
tournament, 4, 157725700
atomic, 4, 62057500
sync, 4, 52816100
lock, 4, 51683600
tournament, 5, 240178500
atomic, 5, 69111500
sync, 5, 54246500
lock, 5, 50508400
tournament, 6, 289962400
atomic, 6, 61973600
sync, 6, 55911000
lock, 6, 51226500
tournament, 7, 374179500
atomic, 7, 72380300
sync, 7, 52737900
lock, 7, 50837200
tournament, 8, 293321800
atomic, 8, 82424400
sync, 8, 52434200
lock, 8, 50582400
tournament, 1, 30116000
atomic, 1, 10645000
sync, 1, 29654500
lock, 1, 36994100
tournament, 2, 118134900
atomic, 2, 30102900
sync, 2, 40964800
lock, 2, 64204000
tournament, 3, 156422800
atomic, 3, 43540900
sync, 3, 51499500
lock, 3, 53862200
tournament, 4, 253005700
atomic, 4, 48081800
sync, 4, 55965300
lock, 4, 55745500
tournament, 5, 323064800
atomic, 5, 79136600
sync, 5, 59525100
lock, 5, 51086500
tournament, 6, 232194300
atomic, 6, 53716200
sync, 6, 53302400
lock, 6, 53433600
tournament, 7, 367070700
atomic, 7, 52525300
sync, 7, 46457400
lock, 7, 55281100
tournament, 8, 828101500
atomic, 8, 70753000
sync, 8, 56219600
lock, 8, 52967700
tournament, 1, 39921900
atomic, 1, 10796100
sync, 1, 30277400
lock, 1, 32546600
tournament, 2, 122411500
atomic, 2, 35909700
sync, 2, 37100200
lock, 2, 63502000
tournament, 3, 183693900
atomic, 3, 46219300
sync, 3, 46983700
lock, 3, 52842900
tournament, 4, 164254000
atomic, 4, 57690400
sync, 4, 50894600
lock, 4, 50254600
tournament, 5, 281591400
atomic, 5, 61782500
sync, 5, 52201400
lock, 5, 51069000
tournament, 6, 319890400
atomic, 6, 70631700
sync, 6, 52197400
lock, 6, 50755600
tournament, 7, 326926600
atomic, 7, 76986400
sync, 7, 53760500
lock, 7, 51567600
tournament, 8, 288215600
atomic, 8, 86159100
sync, 8, 52441600
lock, 8, 50306200
tournament, 1, 28813800
atomic, 1, 10602800
sync, 1, 29047800
lock, 1, 32525800
tournament, 2, 112390700
atomic, 2, 40029700
sync, 2, 35998400
lock, 2, 59293200
tournament, 3, 190975700
atomic, 3, 46776900
sync, 3, 45816100
lock, 3, 56138900
tournament, 4, 154582000
atomic, 4, 64551600
sync, 4, 52601500
lock, 4, 51827400
tournament, 5, 282453300
atomic, 5, 72836500
sync, 5, 52466000
lock, 5, 51273500
tournament, 6, 314480400
atomic, 6, 68710600
sync, 6, 54013600
lock, 6, 50840100
tournament, 7, 321023200
atomic, 7, 70749900
sync, 7, 52571600
lock, 7, 50478700
tournament, 8, 317883900
atomic, 8, 59455000
sync, 8, 54769500
lock, 8, 52004300
tournament, 1, 28796600
atomic, 1, 10757400
sync, 1, 17405200
lock, 1, 33263500
tournament, 2, 133796100
atomic, 2, 35196200
sync, 2, 39648400
lock, 2, 62137800
tournament, 3, 187501100
atomic, 3, 52392100
sync, 3, 48039500
lock, 3, 53528300
tournament, 4, 173682800
atomic, 4, 81309100
sync, 4, 53946500
lock, 4, 51875400
tournament, 5, 231614200
atomic, 5, 61605700
sync, 5, 53649500
lock, 5, 50677500
tournament, 6, 260747500
atomic, 6, 68280400
sync, 6, 54292800
lock, 6, 50913100
tournament, 7, 297455900
atomic, 7, 75278500
sync, 7, 52027900
lock, 7, 51632200
tournament, 8, 352155100
atomic, 8, 87239300
sync, 8, 51562200
lock, 8, 50374600
tournament, 1, 30424500
atomic, 1, 10934700
sync, 1, 29093900
lock, 1, 32991000
tournament, 2, 120629100
atomic, 2, 35382500
sync, 2, 40237000
lock, 2, 59265300
tournament, 3, 185768700
atomic, 3, 55721300
sync, 3, 49505700
lock, 3, 55007600
tournament, 4, 168279500
atomic, 4, 63826400
sync, 4, 51456400
lock, 4, 52219200
tournament, 5, 263240400
atomic, 5, 78480300
sync, 5, 54010100
lock, 5, 50757100
tournament, 6, 328007100
atomic, 6, 67461500
sync, 6, 52991200
lock, 6, 51434100
tournament, 7, 399971700
atomic, 7, 81282700
sync, 7, 53906300
lock, 7, 51025200
tournament, 8, 341430800
atomic, 8, 67934800
sync, 8, 52085500
lock, 8, 51112500
tournament, 1, 29801900
atomic, 1, 10991100
sync, 1, 17434400
lock, 1, 32902200
tournament, 2, 109323800
atomic, 2, 47561500
sync, 2, 36067300
lock, 2, 58477700
tournament, 3, 158592800
atomic, 3, 39620000
sync, 3, 47121900
lock, 3, 51713100
tournament, 4, 157521700
atomic, 4, 60900500
sync, 4, 50121600
lock, 4, 51671400
tournament, 5, 290379300
atomic, 5, 80165100
sync, 5, 52831200
lock, 5, 50748400
tournament, 6, 334967300
atomic, 6, 73429700
sync, 6, 52654000
lock, 6, 50888600
tournament, 7, 410026600
atomic, 7, 71635300
sync, 7, 53109600
lock, 7, 50864600
tournament, 8, 363639300
atomic, 8, 90908200
sync, 8, 53144700
lock, 8, 50803100
tournament, 1, 29111400
atomic, 1, 10723600
sync, 1, 17239900
lock, 1, 32413600
tournament, 2, 95185600
atomic, 2, 34386400
sync, 2, 36095100
lock, 2, 56683900
tournament, 3, 187341300
atomic, 3, 48416100
sync, 3, 46269700
lock, 3, 52132300
tournament, 4, 163561500
atomic, 4, 66650300
sync, 4, 51417200
lock, 4, 52933800
tournament, 5, 291977200
atomic, 5, 61395600
sync, 5, 53044700
lock, 5, 51475400
tournament, 6, 321947600
atomic, 6, 59937600
sync, 6, 54103300
lock, 6, 50926800
tournament, 7, 282549200
atomic, 7, 68360700
sync, 7, 54677400
lock, 7, 51122900
tournament, 8, 372003900
atomic, 8, 60140500
sync, 8, 53270300
lock, 8, 51903900
tournament, 1, 28408100
atomic, 1, 10616400
sync, 1, 30187300
lock, 1, 32716200
tournament, 2, 107870500
atomic, 2, 43296600
sync, 2, 36142000
lock, 2, 60695800
tournament, 3, 158338400
atomic, 3, 33558900
sync, 3, 48184300
lock, 3, 51853100
tournament, 4, 177384600
atomic, 4, 88786600
sync, 4, 59344200
lock, 4, 51994800
tournament, 5, 281772600
atomic, 5, 86966800
sync, 5, 61067500
lock, 5, 50767000
tournament, 6, 220010400
atomic, 6, 66929600
sync, 6, 52170100
lock, 6, 51122100
tournament, 7, 468686400
atomic, 7, 71119300
sync, 7, 54419300
lock, 7, 52133900
tournament, 8, 313311900
atomic, 8, 61338300
sync, 8, 51958300
lock, 8, 51958200
tournament, 1, 31052700
atomic, 1, 10672200
sync, 1, 29342600
lock, 1, 33253800
tournament, 2, 110450800
atomic, 2, 28575600
sync, 2, 41280700
lock, 2, 59380400
tournament, 3, 192569900
atomic, 3, 56660400
sync, 3, 48444200
lock, 3, 52523400
tournament, 4, 173477100
atomic, 4, 85499300
sync, 4, 52223000
lock, 4, 51164100
tournament, 5, 269921500
atomic, 5, 63461700
sync, 5, 50588900
lock, 5, 51358000
tournament, 6, 291963900
atomic, 6, 63187100
sync, 6, 52014800
lock, 6, 51323700
tournament, 7, 324666200
atomic, 7, 77953200
sync, 7, 53559200
lock, 7, 51072000
tournament, 8, 355305800
atomic, 8, 82284000
sync, 8, 60699900
lock, 8, 50500900
tournament, 1, 27915800
atomic, 1, 10654900
sync, 1, 22007200
lock, 1, 32526200
tournament, 2, 99009500
atomic, 2, 15543900
sync, 2, 37580100
lock, 2, 58590200
tournament, 3, 173763300
atomic, 3, 48089500
sync, 3, 54356400
lock, 3, 52830000
tournament, 4, 167953200
atomic, 4, 64395000
sync, 4, 54686700
lock, 4, 54084800
tournament, 5, 267676600
atomic, 5, 46993300
sync, 5, 51894700
lock, 5, 50542400
tournament, 6, 315043400
atomic, 6, 55868400
sync, 6, 51531100
lock, 6, 50171800
tournament, 7, 391023400
atomic, 7, 71507700
sync, 7, 53837200
lock, 7, 50715400
tournament, 8, 275935800
atomic, 8, 66806600
sync, 8, 54179500
lock, 8, 49966800
tournament, 1, 29409600
atomic, 1, 10735200
sync, 1, 29389200
lock, 1, 33134800
tournament, 2, 123462200
atomic, 2, 51956600
sync, 2, 37305100
lock, 2, 56377400
tournament, 3, 160478000
atomic, 3, 46129100
sync, 3, 47502900
lock, 3, 51351000
tournament, 4, 186433000
atomic, 4, 71986700
sync, 4, 55538600
lock, 4, 51690400
tournament, 5, 278179800
atomic, 5, 68934200
sync, 5, 50505300
lock, 5, 50915700
tournament, 6, 255072000
atomic, 6, 68760100
sync, 6, 52150400
lock, 6, 50130800
tournament, 7, 401675200
atomic, 7, 61129400
sync, 7, 51832700
lock, 7, 52683200
tournament, 8, 496734000
atomic, 8, 53290500
sync, 8, 55064900
lock, 8, 50495300
tournament, 1, 29230800
atomic, 1, 10648000
sync, 1, 17188800
lock, 1, 32576800
tournament, 2, 110441200
atomic, 2, 17295100
sync, 2, 40494000
lock, 2, 61374700
tournament, 3, 186948400
atomic, 3, 46022800
sync, 3, 47203100
lock, 3, 52353200
tournament, 4, 166818900
atomic, 4, 81471000
sync, 4, 56245100
lock, 4, 53270500
tournament, 5, 241160500
atomic, 5, 75591800
sync, 5, 53879100
lock, 5, 51252800
tournament, 6, 406920200
atomic, 6, 62961500
sync, 6, 52997200
lock, 6, 52060600
tournament, 7, 413161400
atomic, 7, 53005700
sync, 7, 51631100
lock, 7, 49987500
tournament, 8, 306114100
atomic, 8, 69470200
sync, 8, 52392000
lock, 8, 51550200
